咏燕上主司郑愚（唐·欧阳澥）　　七言绝句　押灰韵	翩翩双燕画堂开，送古迎今几万回。长向春秋社前后，为谁归去为谁来。
句（唐·欧阳澥）	黄菊离家十四①年，离家已是梦松年。落日望乡处，何人知客情②。
