联句（唐·越溪杨女）　　五言绝句　押东韵	珠帘半床月，青竹满林风（杨女）。何事今宵景，无人解语同（谢生）。
春日（唐·越溪杨女）	春尽花随尽，其如自是花（杨女）。从来说花意，不过此容华（谢生）。明月易亏轮，好花难恋春（杨女）。常将花月恨，并作可怜人（谢生）。
