状江南 季夏（唐·范灯）　　五言绝句　押先韵	江南季夏天，身热汗如泉。蚊蚋成雷泽，袈裟作水田。
忆长安 九月（唐·范灯）　　押支韵	忆长安，九月时，登高望见昆池。上苑初开露菊，芳林正献霜梨。更想千门万户，月明砧杵参差。
