题升山（唐·任生）　　五言绝句　押先韵	城外升山寺，城中望宛然。及登无半日，欲到已经年。
投曹文姬诗（唐·任生）　　七言绝句　押先韵	玉皇前殿掌书仙，一染尘心下九天。莫怪浓香薰骨腻，云衣曾惹御炉烟。
