金钱花（唐·陈翥）　　七言绝句　押歌韵	袅露牵风夹瘦莎，一星星火遍窠窠。闲门永巷新秋里，幸不伤廉莫怕多。
曲江亭望慈恩寺杏园花发（唐·陈翥）　　五言排律　押麻韵	曲江晴望好，近接梵王家。十亩开金地，千林发杏花。映云犹误雪，煦日欲成霞。紫陌传香远，红泉落影斜。园中春尚早，亭上路非赊。芳景堪游处，其如惜物华。
