谢银工（唐·薛昭纬）　　七言绝句　押真韵	一楪毡根数十皴，盘中犹更有红鳞。早知文字多辛苦，悔不当初学冶银。
华州榜寄诸门生（唐·薛昭纬）	时君过听委平衡，粉署华灯到晓明。开卷固难窥浩汗，执衡空欲慕公平。机云笔舌临文健，沈宋章篇发咏清。自笑观光辉①。
