修西方十二时（唐·道镜　善导）　　押真韵	平旦寅，被衣出户整心神。合掌焚香请极乐，慇勤遥礼紫金身。
修西方十劝（唐·道镜　善导）　　押质韵	劝君一，长时念佛须真实。归依佛语莫生疑，制护心猿无放逸。
