祭后见石上诗（唐·虎丘山石壁鬼）　　五言绝句　押文韵	幽明虽异路，平昔忝攻①文。欲知潜昧②处，山北两孤坟③。
诗二首（唐·虎丘山石壁鬼）　　押灰韵	高松多悲风，萧萧清且哀。南山接幽垄，幽垄空崔嵬。白日徒昭昭（一作煦煦），不照长夜台。虽知生者乐，魂魄安能回。况复念所亲，恸哭心肝摧。恸哭更何言，哀哉复哀哉。
