春日（唐·陆翚）　　七言绝句　押麻韵	莺归树顶繁声转，雁去天边细影斜。雨拂青青行处草，烟含灼灼望中花。
句（唐·陆翚）	三尺寒光冰在手，一张弓势月当心（《赠李都使》）。岩下光阴生户牗，涧边形势入池台（《松》）。孤帆影入江烟尽，百舌声流浦树新（《送胡八弟》）。
