醉歌（唐·殷七七）　　押麻韵	琴弹碧玉调，药鍊①白朱砂。解酝顷刻酒，能开非时花②。
阳春曲（唐·殷七七）　　押屑韵	愁见唱阳春，令人离肠结。郎去未归家，柳自飘香雪。
