状江南 孟秋（唐·郑概）　　五言绝句　押先韵	江南孟秋天，稻花白如毡。素腕惭新藕，残妆妒晚莲①。
忆长安 六月（唐·郑概）　　押支韵	忆长安，六月时，风台水榭①逶迤。朱果雕笼香透，分明紫禁寒随。尘惊九衢客散，赭珂②滴沥青骊。
