摘紫芝（唐·李太玄）　　七言绝句　押先韵	偶游洞府到芝田，星月茫茫欲曙天。虽则似离尘世了，不知何处偶真仙。
玉女舞霓裳（唐·李太玄）　　七言绝句　押尤韵	舞势随风散复收，歌声似磬韵还幽。千回赴节填词处，娇眼如波入鬓流。
