检悼亡姬诗（唐·韦检）　　七言绝句　押先韵	宝剑化龙归碧落，嫦娥随月下黄泉。一杯酒向青春晚，寂寞书窗恨独眠。
梦后自题（唐·韦检）　　七言绝句　押灰韵	白浪漫漫去不回，浮云飞尽日西颓。始皇陵上千年树，银鸭金凫也变灰。
