梦白衣妇人歌词 其一（唐·卢绛）　　七言绝句　押支韵	清风明月夜深时，箕帚卢郎恨已迟。他日孟家坡上约，再来相见是佳期。
梦白衣妇人歌词 其二（唐·卢绛）	玉京人去秋萧索，画檐鹊起梧桐落。欹枕悄无言，月和残梦圆。背灯惟暗泣，甚处砧声急。眉黛小①山攒，芭蕉生暮寒②。
