题唐安寺阁壁（唐·王霞卿）　　七言绝句　押尤韵	春来引步暂寻游，愁见风光倚①寺楼。正好开怀对烟月②，双眉不觉自如钩③。
荅郑殷彝（唐·王霞卿）　　七言绝句　押真韵	君是烟霄折桂身，圣朝方切用儒珍。正堪西上文场战，空向途中泥妇人。
