独夜词（唐·崔公达）　　七言绝句　押缉韵	晴天霜落寒风急，锦帐罗帏羞更入。秦筝不复续断弦，回身掩泪挑灯立。
句（唐·崔公达）	看花独不语，裴回双泪潸。君今远戍在何处，遣妾秋来长望天。
