与曾季衡冥会诗（唐·王丽真）　　七言绝句　押月韵	五原分袂真吴越，燕拆莺离芳草歇。年少烟花处处春，北邙空恨清秋月①。
字字双（唐·王丽真）	床头锦衾斑复斑，架上朱衣殷复殷。空庭明月闲复闲，夜长路远山复山。
