过故人旧宅（唐·王乔）　　七言绝句　押灰韵	故人轩骑罢归来，旧宅①园林闲不开。唯馀挟瑟楼中妇，哭向平生歌舞台。
望石门作（唐·王乔）　　押纸韵	高峰隔半天，长崖断千里。鸡鸣清涧中，猿啸白云里。瑶波逐空开，霞石触峰起。
