赠张云容舞（唐·杨玉环）　　七言绝句　押纸韵	罗袖动香香不已，红蕖袅袅秋烟里。轻云岭上乍摇风，嫩柳池边初拂水。
句（唐·杨玉环）　　押支韵	迎娘歌喉玉䆗窱，蛮儿舞带金葳蕤。
