绝句（唐·童翰卿）　　五言绝句　押东韵	大朴逐物尽，哀我天地功。争得荣辱心，洒然归西风。
昆明池织女石（唐·童翰卿）　　五言排律　押庚韵	一片昆明石，千秋织女名。见人虚脉脉，临水更盈盈。苔作轻衣色，波为促杼声。岸云连鬓湿，沙月对眉生。有脸莲同笑，无心鸟不惊。还如朝镜里，形影两分明。
