谢王轩（唐·西施）　　七言绝句　押职韵	妾自吴宫还越国，素衣千载无人识。当时心比金石坚，今日为君坚不得。
西施诗（唐·西施）　　七言绝句　押月韵	高花岩外晓相鲜，幽鸟雨中啼不歇。红云飞过大江西，从此人间怨风月。
