赠亡妻张氏（唐·唐暄）　　五言绝句　押侵韵	峄阳桐半死，延津剑一沈。如何宿昔内，空负百年心。
还渭南感旧二首 其一（唐·唐暄）　　押灰韵	寝室悲长簟，妆楼泣镜台。独悲桃李节，不共一时①开。魂兮若有感，髣髴梦中来。
