投谒齐己（唐·释乾康）　　七言绝句　押蒸韵	隔岸红尘忙似火，当轩青嶂冷如冰。烹茶童子休相问，报道门前是衲僧。
赋残雪（唐·释乾康）　　七言绝句　押灰韵	六出奇花已住开，郡城相次见楼台。时人莫把和泥看，一片飞从天上来。
