琼台（唐·柳泌）　　七言绝句　押灰韵	崖壁盘空天路回，白云行尽见琼台。洞门黯黯阴云闭，金阙曈曈日殿开。
玉清行（唐·柳泌）	遥遥寒冬时，萧萧蹑太无。仰望蕊宫（一作珠）殿，横天临不虚。下看白日流，上造真皇居。西牖日门开，南衢星宿疏。王母来瑶池，庆云拥琼舆。嵬峨丹凤冠，摇曳紫霞裾。照彻圣姿严，飘飖神步徐。仙郎执玉节，侍女捧金书。灵香散彩烟，北阙路軿阗。龙马行无迹，歌钟声沸天。驭风升宝坐，郁景晏华筵。妙奏三春曲，高罗万古仙。七珍飞满坐，九液酌如泉。灵佩垂轩下，旗幡列帐前。狮麟威赫赫，鸾凤影翩翩。顾盼乃须臾，已是数千年。
