奉酬皮先辈霜菊见赠（唐·崔璞）　　七言绝句　押东韵	菊花开晚过秋风，闻道芳香正满丛。争奈病夫难强饮，应须速自召车公。
蒙恩除替将还京洛偶叙所怀因成六韵呈军事院诸公郡中一二秀才（唐·崔璞）　　五言排律　押微韵	两载求人瘼，三春受代归。务繁多簿籍，才短乏恩威。共理乖天奖，分忧值岁饥。遽蒙交郡印①，安敢整朝衣。作牧惭为政，思乡念式微。傥容还故里，高卧掩柴扉。
