春夜宿云际寺（唐·斐公衍）　　七言绝句　押侵韵	境静闻钟声易响，庭高见月影难沈。青山解隔尘中事，流水能清物外心。
句（唐·斐公衍）	碧涧水流高殿影，青萝风散晚钟声（《游碧涧寺》）。数片残云归洞口，孤轮晴月挂山头（《题咸中丞客厅》）。
