荅张郁歌（唐·洛川仙女）　　五言绝句　押阳韵	彩云入帝乡，白鹤又回翔。久留深不可，蓬岛路遐长。
张郁洛川沿步吟（唐·洛川仙女）　　七言绝句　押歌韵	浮生如梦能几何，浮生复更忧患多。无人与我长生术，洛川春日且长歌。
