马上有见（唐·李茂复）　　七言绝句　押萧韵	行尽疏林见小桥，绿杨深处有红蕉。无端眼界无分别，安置心头不肯销。
自叹（唐·李茂复）　　七言绝句　押寒韵	落日西山近一竿，世间恩爱极难𢬵。近来不作颠狂事，免被冤家恶眼看。
