掷卢作（唐·冯衮）　　七言绝句　押真韵	八尺台盘照面新，千金一掷斗精神。合是赌时须赌取，不妨回首乞闲人。
戏酒妓（唐·冯衮）　　七言绝句　押麻韵	醉眼从伊百度斜，是他家属是他家。低声向道人知也，隔坐刚抛豆蔻花。
