喜卢郎及第（唐·窦梁宾）　　七言绝句　押文韵	晓妆初罢眼初瞤，小玉惊人踏破裙。手把红笺书一纸，上头名字有郎君。
雨中看牡丹（唐·窦梁宾）　　七言绝句　押寒韵	东风未放晓泥乾，红药花开不奈寒。待得天晴花已老，不如携手雨中看。
