吟（唐·富春沙际鬼）　　五言绝句　押有韵	陊江三十年，潮打形骸朽。家人都不知，何处奠杯酒。
又吟（唐·富春沙际鬼）　　五言绝句　押东韵	莫问我姓名，向君言亦空。潮生沙骨冷，魂魄悲秋风。
