遗临平监吏（唐·朱冲和）　　七言绝句　押歌韵	三千里外布干戈，果得鲸鲵入网罗。今日宝刀无杀气，只缘君处受恩多。
嘲张祜（唐·朱冲和）　　七言绝句　押蒸韵	白在东都元已薨，兰台凤阁少人登。冬瓜堰下逢张祜，牛屎堆旁说我能。
