看花（唐·何元）　　七言绝句　押支韵	莫怪出门先骤马，暮年常怨看花迟。可怜尽日春山下，似雪如云一万枝。
句（唐·何元）	一望白云千万断，筝声日暮出花林（《听筝》）。门外夕阳寒映竹，洞中秋水暗连山（《过山居》）。钟声半夜香山雨，散入前林枫叶秋（《宿多宝寺》）。寺临飞鸟青山远，径转幽萝白日长（《题白鹤寺》）。黄昏人到钟声里，云起龙池不见山（《游三觉寺上方》）。客来惆怅僧禅后，月出松门满地霜（《题衡禅师房》）。朔风寒日笳声急，万里辽城一段云（《永军前突骑》）。满山月色连溪下，林叶萧萧一夜霜（《月夜山居》）。秦客访花惊出洞，庾公看月误登楼（《玩雪》）。
