览镜（唐·李崇嗣）　　五言绝句　押真韵	岁去红颜尽，愁来白发新。今朝开镜匣，疑是别逢①人。
独愁（唐·李崇嗣）　　五言绝句　押尤韵	闻道成都酒，无钱亦可求。不知将几斗①，销得此来愁。
