赏春（唐·路半千）　　七言绝句　押麻韵	暖日当头催展菜，和风次第遣开花。呼童远取溪心水，待客来煎柳眼茶。
句（唐·路半千）	苍翠暗消三暑热，孤高能锁四时烟（《松》）。绿杨近浦堪垂钓，翠竹当轩好韵琴（《题别业》）。百舌乍啼莺学语，分明听在指头边（《弹筝》）。
