和李尚书命妓饯崔侍御（唐·高湘）　　七言绝句　押庚韵	谢安春渚饯袁宏，千里仁风一扇清。歌黛惨时方酩酊，不知公子重飞觥。
句（唐·高湘）　　押麻韵	惟有高州是当家①。
