七夕卧病（唐·郑愿）　　五言绝句　押鱼韵	玉露三秋早，反河七夕初。不应须卧疾，为曝腹中书。
守岁（唐·郑愿）　　七言绝句　押灰韵	吾家贵主凤楼开，故岁□更乱箭催。愿奉神仙长献酒，请留歌吹逐行杯。
