为刘洪作 其二（唐·辅国将军）　　五言绝句	个树枝条朽，三花五面啼。移家朝度日，谁觉①。
为刘洪作 其一（唐·辅国将军）　　押微韵	乌乌在虚飞，玄驹遂野依。名今编户籍，翠过叶生稀。
