咏破扇（唐·唐怡）　　五言绝句　押先韵	轮如明月尽，罗似薄云穿。无由重掩笑，分在秋风前。
述怀（唐·唐怡）　　五言绝句　押支韵	万事皆零落，平生不可思。惟馀酒中趣，不减少年时。
