南歌子词三首（唐·裴諴）　　五言绝句　押侵韵	不是厨中丳，争知䏑里心。井边银钏落，展转恨还深。
新添声杨柳枝词（唐·裴諴）　　七言绝句　押先韵	思量大是恶姻缘，只得相看不得怜。愿作琵琶槽那畔，得他①长抱在胸前。
