与崔渥冥会杂诗（唐·湘妃庙）　　七言绝句　押冬韵	万里同心别九重，定知涉历此相逢。谁人翻向群峰路，不得苍梧徇玉容①。
又湘妃诗四首（唐·湘妃庙）　　七言绝句　押庚韵	渺渺三湘万里程，泪篁幽石助芳贞。孤云目断苍梧野，不得攀龙到玉京。
