送苏尚书赴益州（唐·郑惟忠）　　五言绝句　押灰韵	离忧将岁尽，归望逐春来。庭花如有意，留艳待人①开。
古石之歌（唐·郑惟忠）　　押鱼韵	江东藏瑞简，济北蕴兵书。若非平固湖中雁，定是昆明池里鱼。
