冬日与群公泛舟焦山 其二（唐·王瓒）　　五言绝句　押灰韵	纵步不知远，夕阳犹未回。好花随处发，流水趁人来。
冬日与群公泛舟焦山 其一（唐·王瓒）	江外水（一作水初）不冻，今年寒复迟。众芳且未歇，近腊仍裌衣。载酒适我情，兴来趣渐微。方舟大川上，环酌对落晖。两片青石棱，波际无因依。三山安可到，欲到风引归。沧溟壮观多，心目豁暂时。况得穷日夕，乘槎何所之。
