咏王大娘戴卒（唐·刘晏）　　七言绝句　押真韵	楼前百戏竞争新，唯有长竿妙入神。谁谓绮罗翻有力，犹自嫌轻更著人。
郊庙歌辞 享太庙乐章 惟新舞（唐·刘晏）　　押蒸韵	汉祚惟永，神功中兴。夙驱氛祲，天覆黎蒸。三光再朗，庶绩其凝。重熙累叶，景命是膺。
