樱桃子诗（唐·史思明）	樱桃一笼子，半赤半已黄。一半与怀王，一半与周至①。
石榴诗（唐·史思明）	三月四月红花里，五月六月瓶子里。作刀割破黄胞衣，六七千个赤男女。
