状江南 季秋（唐·刘蕃）　　五言绝句　押先韵	江南季秋天，栗熟①大如拳。枫叶红霞举，苍芦③白浪川②。
忆长安 十一月（唐·刘蕃）　　押支韵	忆长安，子月时，千官贺至丹墀。御苑雪开琼树，龙堂冰作瑶池。兽炭毡炉正好，貂裘狐白相宜。
