官舍迎内子有庭花开（唐·卢储）　　五言绝句　押灰韵	芍药斩新栽，当庭数朵开。东风与拘束，留待细君来。
催妆（唐·卢储）　　七言绝句　押尤韵	昔年将去玉京游，第一仙人许状头。今日幸为秦晋会，早教鸾凤下妆楼。
