大言应令诗（南北朝·王锡）　　押真韵	欲游五岳。迫不得申。杖千里之木。鲙横海之鳞①。
细言应令诗（南北朝·王锡）　　押质韵	冥冥蔼蔼。离朱不辨其实。步蜗角而三伏。经针孔而千日①。
