赠何记室联句不成诗（南北朝·江革）	龙鳞无复彩，凤翅于兹铩。畴昔似翩翩，今辰何乙乙（○何水部集二。《诗纪》八十四）。
又赠何记室诗（南北朝·江革）　　押阳韵	刻猴虽言巧，辩对今知章。且欣共卮酒，勿道滥衣裳①。
