大言应令诗（南北朝·王规）　　押歌韵	俯身望日入。下视见星罗。嘘八风而为气。吹四海而扬波①。
细言应令诗（南北朝·王规）　　押阳韵	针锋于焉止息，发杪可以翱翔。蚊眉深而易阻，蚁目旷而难航①。
