大言应令诗（南北朝·殷钧）　　押麌韵	噫气为风。挥汗成雨。聊灼戴山龟。欲持探邃古①。
细言应令诗（南北朝·殷钧）　　押职韵	泛舟毛滴海，为政蜗牛国。逍遥轻尘上，指辰问南北①。
