连理诗（南北朝·王氏（卫敬瑜妻））　　押支韵	墓前一株柏，连根复并枝。妾心能感木，颓城可足奇①。
孤燕诗（南北朝·王氏（卫敬瑜妻））　　押微韵	昔年无偶去，今春犹独归。故人恩既重，不忍复双飞①。
