狱中赠人诗（南北朝·王伟）　　押鱼韵	赵壹能为赋，邹阳解献书。何惜西江水，不救辙中鱼①。
在渭阳赋诗（南北朝·王伟）　　押阳韵	平明听战鼓，薄暮叙存亡。楚汉方龙斗，秦关陈未央①。
