游鼍湖诗（南北朝·刘义庆）　　押阳韵	暄景转谐淑，草木目滋长。梅花覆树白，桃杏发荣光①。
乌夜啼（南北朝·刘义庆）	笼窗一不开。乌夜啼。夜啼望郎来①。
