估客乐（二曲）（南北朝·释宝月）	郎作十里行，侬作九里送。拔侬头上钗，与郎资路用①。
估客乐（南北朝·释宝月）　　押尤韵	大艑珂峨头，何处发扬州。借问艑上郎，见侬所欢不①。
