晦日泛舟应诏诗（南北朝·卢元明）　　押霁韵	轻灰吹上管，落蓂飘下蒂。迟迟春色华，晼晼年光丽①。
梦友人王由赋别诗（南北朝·卢元明）　　押尤韵	自兹一去后，市朝不复游（○魏书卢元明传）。
