嘲府僚诗（南北朝·何长瑜）　　押质韵	陆展染鬓发，欲以媚侧室。青青不解久，星星行复出①。
离合诗（南北朝·何长瑜）　　押屑韵	宜然悦今会，且怨明晨别。肴蔌不能甘，有难不可雪①。
