题都城南庄（唐·崔护）　　七言绝句　押东韵	去年今日此门中，人面桃花相映红。人面不知①何处在，桃花依旧笑春风②。
山鸡舞石镜（唐·崔护）　　五言排律　押齐韵	庐峰开石镜，人说舞山鸡。物象纤舞隐，禽情秖自迷。景当烟雾歇，心喜锦翎齐。宛转乌呈彩，婆娑凤欲栖。何言资羽族，在地得天倪。应笑翰音者，终朝饮败醯。
