赋山火诗（唐·江油令）　　五言绝句　押微韵	野火烧山去，人归火不归。焰随红日去，烟逐暮云飞①。
咏江上溺死女子（题拟）（唐·江油令）　　五言绝句　押虞韵	二八谁家女，漂来倚岸芦。鸟窥眉上翠，鱼弄口傍珠。
