咏宣律和尚袈裟（唐·张希复）　　七言绝句　押寒韵	共覆三衣中夜寒，披时不镇尼师坛。无因盖得龙宫地，畦里尘飞叶相残。
闲中好（唐·张希复）　　押支韵	闲中好，幽磬度声迟。卷上论题肇，画尽僧姓支。
