葬后见形诗（唐·张太华）　　七言绝句　押先韵	独卧经秋堕鬓蝉，白杨风起不成眠。寻思往日椒房宠，泪湿衣襟损翠钿。
谢李若冲（唐·张太华）　　七言绝句　押青韵	符吏匆匆叩夜扃，便随金简出幽冥。蒙师荐拔恩非浅，领得生神九过经。
