示守庚申众（唐·程紫霄）　　七言绝句　押微韵	不守庚申亦不疑，此心长与道相依。玉皇已自知行止，仁汝三彭说是非。
与释惠江互谑（唐·程紫霄）　　押尤韵	僧录琵琶腿（程。江素充肥，故云），先生觱栗头（江）。
