怀良人（唐·葛鸦儿）　　七言绝句　押微韵	蓬鬓荆钗世所稀，布裙犹是嫁时衣。胡麻好种无人种，正是归时不见①归。
会仙诗（唐·葛鸦儿）　　七言绝句　押支韵	彩凤摇摇下翠微，烟光①漠漠遍芳枝。玉窗仙会何人见，唯有春风仔细知。
