登郡中销暑楼寄东川汝士（唐·杨汉公）　　七言绝句　押尤韵	岧峣下瞰霅溪流，极目烟波望梓州。虽有清风当夏景，只能销暑不销忧。
明月楼（唐·杨汉公）　　七言绝句　押东韵	吴兴城阙水云中，画舫青帘处处通。溪上玉楼楼上月，清光合作水晶宫①。
